      0.000     0.000     0.672     0.953     0.926     0.799     0.704     0.672     0.677     0.688     0.690     0.683     0.672     0.660     0.651     0.642     0.634     0.625     0.617     0.608     0.599     0.591     0.582     0.574     0.566     0.558     0.551     0.543     0.536     0.529     0.522     0.515     0.508     0.501     0.494     0.487     0.479     0.472     0.465     0.457     0.449     0.441     0.432     0.424     0.415     0.406     0.397     0.388     0.379     0.369     0.360     0.352     0.343     0.335     0.327     0.320     0.313     0.307     0.301     0.296     0.292     0.288     0.285     0.282     0.280     0.277     0.275     0.273     0.270     0.267     0.264     0.261     0.256     0.251     0.246     0.240     0.233     0.225     0.217     0.208     0.199     0.189     0.179     0.169     0.159     0.149     0.138     0.128     0.118     0.108     0.098     0.088     0.078     0.068     0.059     0.049     0.039     0.030     0.020     0.010     0.000     0.000
      0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
      0.672     0.000    -0.672    -0.953    -0.926    -0.799    -0.704    -0.672    -0.677    -0.688    -0.690    -0.683    -0.672    -0.660    -0.651    -0.642    -0.634    -0.625    -0.617    -0.608    -0.599    -0.591    -0.582    -0.574    -0.566    -0.558    -0.551    -0.543    -0.536    -0.529    -0.522    -0.515    -0.508    -0.501    -0.494    -0.487    -0.479    -0.472    -0.465    -0.457    -0.449    -0.441    -0.432    -0.424    -0.415    -0.406    -0.397    -0.388    -0.379    -0.369    -0.360    -0.352    -0.343    -0.335    -0.327    -0.320    -0.313    -0.307    -0.301    -0.296    -0.292    -0.288    -0.285    -0.282    -0.280    -0.277    -0.275    -0.273    -0.270    -0.267    -0.264    -0.261    -0.256    -0.251    -0.246    -0.240    -0.233    -0.225    -0.217    -0.208    -0.199    -0.189    -0.179    -0.169    -0.159    -0.149    -0.138    -0.128    -0.118    -0.108    -0.098    -0.088    -0.078    -0.068    -0.059    -0.049    -0.039    -0.030    -0.020    -0.010     0.000     0.010
      1.332     0.000    -1.332    -1.889    -1.835    -1.582    -1.394    -1.330    -1.340    -1.361    -1.365    -1.351    -1.329    -1.306    -1.287    -1.270    -1.253    -1.236    -1.219    -1.202    -1.185    -1.168    -1.151    -1.135    -1.119    -1.104    -1.088    -1.073    -1.059    -1.045    -1.030    -1.017    -1.003    -0.989    -0.975    -0.961    -0.947    -0.932    -0.917    -0.902    -0.886    -0.870    -0.853    -0.836    -0.818    -0.800    -0.782    -0.764    -0.746    -0.728    -0.710    -0.692    -0.675    -0.659    -0.643    -0.629    -0.615    -0.603    -0.592    -0.583    -0.574    -0.566    -0.560    -0.554    -0.549    -0.545    -0.540    -0.536    -0.531    -0.526    -0.519    -0.512    -0.504    -0.494    -0.483    -0.471    -0.457    -0.442    -0.425    -0.408    -0.390    -0.371    -0.351    -0.331    -0.310    -0.290    -0.270    -0.249    -0.229    -0.209    -0.189    -0.170    -0.150    -0.131    -0.112    -0.093    -0.075    -0.056    -0.037    -0.019     0.000     0.019
      1.973     0.000    -1.973    -2.797    -2.715    -2.338    -2.059    -1.964    -1.979    -2.011    -2.017    -1.996    -1.962    -1.929    -1.900    -1.875    -1.850    -1.825    -1.799    -1.773    -1.748    -1.722    -1.698    -1.674    -1.650    -1.627    -1.604    -1.582    -1.561    -1.539    -1.518    -1.498    -1.477    -1.456    -1.436    -1.415    -1.394    -1.372    -1.350    -1.327    -1.303    -1.279    -1.254    -1.229    -1.203    -1.176    -1.149    -1.122    -1.095    -1.068    -1.041    -1.015    -0.990    -0.966    -0.943    -0.921    -0.902    -0.883    -0.867    -0.853    -0.840    -0.829    -0.820    -0.811    -0.804    -0.797    -0.791    -0.784    -0.777    -0.770    -0.760    -0.750    -0.737    -0.723    -0.707    -0.689    -0.668    -0.646    -0.622    -0.596    -0.569    -0.541    -0.512    -0.482    -0.452    -0.422    -0.391    -0.361    -0.332    -0.302    -0.273    -0.244    -0.216    -0.188    -0.160    -0.133    -0.106    -0.079    -0.052    -0.026     0.000     0.026
      2.589     0.000    -2.589    -3.669    -3.558    -3.061    -2.693    -2.569    -2.589    -2.631    -2.639    -2.611    -2.567    -2.523    -2.485    -2.451    -2.419    -2.386    -2.352    -2.317    -2.284    -2.250    -2.218    -2.186    -2.155    -2.124    -2.095    -2.065    -2.037    -2.009    -1.981    -1.954    -1.927    -1.900    -1.872    -1.845    -1.817    -1.788    -1.759    -1.729    -1.698    -1.666    -1.634    -1.600    -1.566    -1.531    -1.495    -1.459    -1.423    -1.388    -1.353    -1.318    -1.285    -1.253    -1.223    -1.195    -1.169    -1.145    -1.124    -1.105    -1.089    -1.074    -1.062    -1.051    -1.042    -1.034    -1.025    -1.017    -1.008    -0.998    -0.986    -0.972    -0.956    -0.938    -0.917    -0.893    -0.866    -0.837    -0.805    -0.772    -0.736    -0.699    -0.661    -0.622    -0.583    -0.543    -0.504    -0.465    -0.426    -0.387    -0.350    -0.312    -0.276    -0.239    -0.204    -0.169    -0.134    -0.100    -0.066    -0.033     0.000     0.033
      3.177     0.000    -3.177    -4.500    -4.360    -3.747    -3.295    -3.143    -3.167    -3.220    -3.230    -3.195    -3.140    -3.086    -3.039    -2.997    -2.957    -2.916    -2.875    -2.832    -2.791    -2.750    -2.709    -2.670    -2.632    -2.594    -2.557    -2.522    -2.486    -2.452    -2.418    -2.384    -2.351    -2.317    -2.284    -2.250    -2.215    -2.180    -2.144    -2.107    -2.069    -2.030    -1.990    -1.948    -1.906    -1.863    -1.819    -1.775    -1.731    -1.687    -1.644    -1.601    -1.561    -1.521    -1.484    -1.450    -1.418    -1.389    -1.363    -1.340    -1.320    -1.303    -1.288    -1.275    -1.264    -1.254    -1.244    -1.234    -1.223    -1.211    -1.197    -1.181    -1.161    -1.139    -1.113    -1.084    -1.051    -1.016    -0.977    -0.936    -0.893    -0.847    -0.801    -0.753    -0.705    -0.657    -0.609    -0.561    -0.513    -0.467    -0.420    -0.375    -0.331    -0.287    -0.244    -0.202    -0.160    -0.119    -0.078    -0.039     0.000     0.039
      3.736     0.000    -3.736    -5.288    -5.120    -4.396    -3.864    -3.686    -3.715    -3.777    -3.788    -3.747    -3.682    -3.618    -3.562    -3.513    -3.466    -3.417    -3.368    -3.318    -3.269    -3.220    -3.173    -3.126    -3.081    -3.037    -2.993    -2.951    -2.909    -2.869    -2.828    -2.789    -2.749    -2.710    -2.671    -2.631    -2.590    -2.549    -2.506    -2.462    -2.417    -2.371    -2.324    -2.275    -2.225    -2.174    -2.123    -2.071    -2.018    -1.967    -1.916    -1.866    -1.818    -1.772    -1.728    -1.687    -1.650    -1.616    -1.585    -1.559    -1.535    -1.515    -1.498    -1.483    -1.471    -1.459    -1.448    -1.437    -1.425    -1.411    -1.395    -1.376    -1.354    -1.328    -1.298    -1.264    -1.226    -1.184    -1.139    -1.091    -1.040    -0.987    -0.932    -0.877    -0.820    -0.764    -0.707    -0.651    -0.596    -0.541    -0.487    -0.435    -0.383    -0.332    -0.282    -0.233    -0.185    -0.137    -0.091    -0.045     0.000     0.045
      4.265     0.000    -4.265    -6.034    -5.838    -5.008    -4.400    -4.197    -4.231    -4.303    -4.315    -4.268    -4.193    -4.120    -4.056    -4.000    -3.945    -3.890    -3.833    -3.776    -3.719    -3.663    -3.609    -3.556    -3.504    -3.453    -3.403    -3.355    -3.307    -3.261    -3.215    -3.169    -3.124    -3.079    -3.034    -2.989    -2.942    -2.895    -2.846    -2.796    -2.745    -2.692    -2.638    -2.582    -2.525    -2.466    -2.407    -2.348    -2.288    -2.229    -2.170    -2.113    -2.058    -2.006    -1.956    -1.910    -1.867    -1.828    -1.794    -1.763    -1.737    -1.714    -1.695    -1.679    -1.665    -1.653    -1.641    -1.629    -1.615    -1.600    -1.582    -1.561    -1.536    -1.507    -1.473    -1.434    -1.391    -1.344    -1.293    -1.238    -1.180    -1.120    -1.057    -0.994    -0.930    -0.865    -0.801    -0.737    -0.674    -0.612    -0.551    -0.492    -0.433    -0.375    -0.319    -0.263    -0.209    -0.155    -0.102    -0.051     0.000     0.051
      4.764     0.000    -4.764    -6.738    -6.515    -5.586    -4.906    -4.680    -4.719    -4.799    -4.813    -4.759    -4.676    -4.593    -4.522    -4.458    -4.397    -4.335    -4.271    -4.207    -4.144    -4.081    -4.020    -3.961    -3.902    -3.846    -3.790    -3.735    -3.682    -3.630    -3.579    -3.528    -3.478    -3.427    -3.377    -3.326    -3.274    -3.221    -3.167    -3.111    -3.053    -2.994    -2.933    -2.871    -2.807    -2.741    -2.675    -2.609    -2.542    -2.475    -2.410    -2.346    -2.285    -2.226    -2.170    -2.119    -2.071    -2.028    -1.990    -1.956    -1.927    -1.902    -1.882    -1.864    -1.849    -1.835    -1.823    -1.810    -1.796    -1.779    -1.760    -1.737    -1.709    -1.677    -1.640    -1.597    -1.549    -1.497    -1.439    -1.378    -1.314    -1.246    -1.177    -1.106    -1.035    -0.963    -0.891    -0.820    -0.750    -0.681    -0.613    -0.547    -0.481    -0.417    -0.354    -0.293    -0.232    -0.172    -0.114    -0.056     0.000     0.056
