           1  -2.2252636192291735E-004   9.9952465572221991E-005   8.46407929E-05
           2 -0.22230669053106350        9.9852870775204480E-002   84.4735718    
           3 -0.22539000740778112       0.10031410325141851        86.7785873    
           4 -0.44845687429680320       0.19965680254869536        343.880127    
           5 -0.45397275561438077       0.20025763158663204        352.157898    
           6 -0.67358137085559777       0.29897292939622538        776.771118    
           7 -0.68103723315015929       0.29969225382904785        793.699219    
           8 -0.89699351906703562       0.39756811367061440        1380.70471    
           9 -0.90608894353411185       0.39841174255977063        1409.96228    
          10  -1.1187738774968334       0.49520972389080808        2155.43311    
          11  -1.1290456516003387       0.49615799408521766        2199.61328    
          12  -1.3382796804187838       0.59169314050305333        3098.53101    
          13  -1.3495576177409341       0.59272559641178924        3161.27026    
          14  -1.5550830041601333       0.68679396959559447        4207.94775    
          15  -1.5671925721356255       0.68789232435139269        4293.13867    
          16  -1.7687778634168783       0.78029330002280861        5481.53076    
          17  -1.7816464821186515       0.78145545297685215        5593.29736    
          18  -1.9787333061432792       0.87200056681346083        6915.06787    
          19  -1.9924780742394925       0.87323091957817622        7059.58643    
          20  -2.1851080330475887       0.96171734418745003        8509.74023    
          21  -2.1993276183083044       0.96300804891951941        8689.83398    
          22  -2.3872706241308066        1.0492528141927941        10261.1797    
          23  -2.4020232583389824        1.0505952526851594        10481.6992    
          24  -2.5846213721668772        1.1344534928465615        12164.0898    
          25  -2.5998382113033798        1.1358505382190049        12431.6592    
          26  -2.7773744601304897        1.2171249668695714        14220.4219    
          27  -2.7929009534403937        1.2185821910856345        14537.7891    
          28  -2.9646636820695158        1.2971389057556042        16421.8105    
          29  -2.9806850094508275        1.2986668794127891        16796.1445    
          30  -3.1468024338135967        1.3743528711625290        18770.7383    
          31  -3.1629099131248295        1.3759336532505966        19203.7246    
          32  -3.3232161752672762        1.4486360444805977        21261.1055    
          33  -3.3392976962218461        1.4502636321590396        21756.6250    
          34  -3.4933475691564788        1.5198715817403519        23885.6934    
          35  -3.5096087163889762        1.5215566267001606        24450.9297    
          36  -3.6575987672800765        1.5879590432420685        26647.8574    
          37  -3.6736262059013542        1.5896941982884520        27282.8926    
          38  -3.8151227354613533        1.6528126111067589        29536.3496    
          39  -3.8315354587743373        1.6546058874741403        30248.8633    
          40  -3.9660653265097094        1.7143865403547622        32550.9297    
          41  -3.9824033625368447        1.7162181290490581        33342.8125    
          42  -4.1106244296813408        1.7725952988047877        35691.6562    
          43  -4.1268510687422992        1.7744467880829973        36562.1211    
          44  -4.2479589068315109        1.8274145229264189        38946.0352    
          45  -4.2639445615363938        1.8292647999841054        39899.6289    
          46  -4.3786789797893180        1.8787919686370702        42317.8633    
          47  -4.3943880319527819        1.8806196353656237        43353.0117    
          48  -4.5019630842689935        1.9267260746075143        45794.1992    
          49  -4.5176889440144539        1.9285094372537370        46915.4688    
          50  -4.6181111119346037        1.9712119658522296        49374.7539    
          51  -4.6337909058793221        1.9729252495792828        50582.2109    
          52  -4.7275017298482478        2.0122585150185288        53058.9922    
          53  -4.7422324168093892        2.0138605525406383        54346.5703    
          54  -4.8292905676329090        2.0498702420998871        56832.9414    
          55  -4.8438330652974386        2.0513506609019445        58205.2891    
          56  -4.9239048312552747        2.0840986639946961        60696.0234    
          57  -4.9381907213869622        2.0854291158061740        62151.5000    
          58  -5.0118075811944012        2.1149921901484268        64647.7539    
          59  -5.0253385386037257        2.1161328091029161        66179.5312    
          60  -5.0921975656348328        2.1426103629466491        68673.6172    
          61  -5.1053225255506902        2.1435306573061892        70283.4219    
          62  -5.1655749819896206        2.1670265058617546        72772.8047    
          63  -5.1782264716288466        2.1676904293174015        74457.3906    
          64  -5.2320415757818761        2.1883256328884362        76939.5391    
          65  -5.2441487878832689        2.1886949261114941        78694.8281    
          66  -5.2917202520025475        2.2066034700742945        81168.3828    
          67  -5.3032094099533156        2.2066341112356094        82990.2969    
          68  -5.3451870660776200        2.2219664388319829        85457.1875    
          69  -5.3559695097911177        2.2216230391925844        87339.7344    
          70  -5.3917476676882075        2.2345476689908628        89792.8984    
